id,review,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect,
269,A nice small and old hotel.,1,,,,,,,,,,,,,,,,,,,,,,,1,,
270,A nice small and quiet garden without a view.,1,,,,,,,,,1,,,,,,,,,1,,,,,1,,
271,A nice swimming pool with sea water.,1,,,,,,,,,,,,1,,,,,,,,,,,,,
272,A nice view behind the window.,1,,,,,,,,,1,,,,,,,,,,,,,,,,
273,"A nigaud trap with nice photos, everything is facade.",1,,,,,,,,,,,,,,,,,,,,,,,,,
274,A pass is given to have breakfast at the bar but the hotel staff does not communicate that it is something to drink and eat.,,1,,,,,,,1,,1,,,,,,,,,,,,,,,
275,A perfect hotel for a few days of city holidays.,1,,,,,,,,,,,,,,,,,,,,,,,,,
276,A perfect place to stay.,1,,,,,,,,,,,,,,,,,,,,,,,,,
277,A plane bathroom is better.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
278,A portable fan would have been appreciated.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
279,A private room with a bathroom at an affordable price.,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,
280,"A proper tent, window glass screened from outside would be useful.",,1,,,,,,,,,,1,,,,,,,,,,,,,,
281,A querky hotel where it's name describes it well.,1,,,,,,,,,,,,,,,,,,,,,,,1,,
282,A really disappointing elevator.,,1,,,,,,,,,,,,,,,,,,,1,,,,,
283,"A really great location - easy walking to 'old town' Salzburg, and 'off the road' which meant that the place was really nice and quiet.",1,,,,,,1,,,,,,,,,,,,1,,,,,,,
284,A really nice hotel and close to all the tourist center of Naples location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
285,"A really nice retro feel with good facilities, nice breakfast and really good location.",1,,,,,1,1,,,,1,,,,,,,,,,,,,,,
286,A really nice view of the sea.,1,,,,,,,,,1,,,,1,,,,,,,,,,,,
287,A refrigerator with freezer in the room.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
288,"A room (110) that overlooks in a courtyard without sun, through a window of 50 cm * 100cm.",,,1,,,,,,,1,,1,,,,,,,,,,,,,,
289,A room in a large apartment in a large block on a main road.,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
290,A room without daylight.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
291,A rug by the bed could have been a bit more comforting.,,1,,,1,,,,,,,,,,,,1,,,,,,,,,
292,A safe and clean environment while offering a great array of breakfast treats.,1,,,1,,,,,,,1,,,,,,,,,,,,,,,
293,A school team stayed next to us they made too much noise.,,1,,,,,,,,,,,,,,,,,1,,,,,,,
294,A separate room for children.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
295,A shelf in the shower would be useful.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
296,A short walk from piazza bellini a great place to have a drink in the evening.,1,,,,,,1,1,,,,,,,,,,,,,,,,,,
297,"A short walk from the metro station, beach, and centre of Poblenou with its many bars, shops and restaurants.",1,,,,,,1,1,,,,,,1,,,,,,,,,,,,
298,A shower with no place to put anything.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
299,A simple but almost well run hotel.,1,,,,,,,,,,,,,,,,,,,,,,,,,
300,A simple swipe of the sponge would greatly improve the look of the shower and make the whole room look great.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
301,"A small and clean room, very helpful staff.",1,,,1,,,,,1,,,1,,,,,,,,,,,,,,
302,A small and dark entrance.,,1,,,,,,,,,,,,,,,,,,,,,,,,
303,"A small balcony, the door to it was difficult to open and it leaked when it rained.",,1,,,,,,,,1,,1,,,,,,,,,,,,,,
304,A small cozy garden to relax.,1,,,,,,,,,,,,,,,,,,,,,,,,,
305,"a small dining room with an unvaried and poor breakfast in terms of quantity,",,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,
306,A small fridge is missing in the room.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
307,"A small fridge with a good selection of wine, beer and soft drinks.",1,,,,,1,,,,,,1,,,,,,,,,,,,,,
308,A small fridge would have been great too.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
309,A small fridge would have been nice.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
310,A small hook next to the sink would be great.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
311,A small self-service bar for drink requests.,,,1,,,,,,,,,,,,,1,,,,,,,,,,
312,A small thing is the coving behind the bed meant it was rather uncomfortable to sit up on the bed.,,1,,,1,,,,,,,,,,,,1,,,,,,,,,
313,"A small thing: in our bathroom the fan ran permanently, that was a bit disturbing.",,1,,,,1,,,,,,1,,,1,,,,,,,,,,,
314,A small traditional hotel located in a typical house not far from the center of Salzburg but well connected by public transport.,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,
315,A small wardrobe would have been a plus.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
316,A small window overlooking the corrode.,,,1,,,,,,,1,,1,,,,,,,,,,,,,,
317,A Spa with a sauna and small pool.,,,1,,,1,,,,,,,1,,,,,,,,,,,,,
318,A special mention for Sonia at the front desk who kept me a bag I had forgotten in the lobby.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
319,"A special recommendation is the small ""living room"" on the ground floor with the most comfortable couch.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
320,A special thank you to Nadia for her professionalism.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
321,A staff member stole some Air Pods from our room.,,1,,,,,,,1,,,1,,,,,,,,,,,,,,
322,A standard room with basic appliances.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
323,"A stone's throw from Via Toledo, excellent location.",1,,,,,,1,,,,,,,,,,,,,,,,,,,
324,A strategic location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
325,A successful stay all around.,1,,,,,,,,,,,,,,,,,,,,,,,,,
326,"A sufficient breakfast and a pleasant and pampering staff, Thanks.",1,,,,,,,,1,,1,,,,,,,,,,,,,,1,
327,A superb view of the 23rd floor.,1,,,,,,,,,1,,,,,,,,,,,,,,,,
328,A teapot in the room would be an excellent option.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
329,A tiny room.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
330,A tiny single room that you can hardly turn around in.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
331,A tiny TV.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
332,A toilet wedged in between a wall and the shower cubicle.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
333,A toilet wedged in between a wall.,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
334,A totally cozy living room for sitting together in the evening.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
335,A variety of shops and cafes dot the area.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
336,A very clean 4 star hotel.,1,,,1,,,,,,,,,,,,,,,,,,,,,,
337,"A very clean room and charming common areas (lobby, dining).",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
338,"A very clean,designed hotel.",1,,,1,,,,,,,,,,,,,,,,,,,,1,,
339,A very comfortable and fresh room for a very low price.,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,
340,"A very comfortable stay, with spacious and clean rooms.",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
341,A very functional location but not very warm.,,,1,,,,1,,,,,,,,,,,,,,,,,,,
342,"A very grumpy man at reception, who was extremely unhelpful and unwelcoming.",,1,,,,,,,1,,,,,,,,,,,,,,,,,
343,A very lovely well located location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
344,"A very narrow bathroom, a 200% Italian tv and only that.",,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,
345,A very nice balcony and a very nice area full of restaurants although quiet.,1,,,,,,1,1,,,,1,,,,,,,1,,,,,,,
346,A very nice hotel with a car park.,1,,,,,,,,,,,,,,,,,1,,,,,,,,
347,A very nice hotel with really nice and helpful staff.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
348,A very nice hotel.,1,,,,,,,,,,,,,,,,,,,,,,,1,,
349,A very nice place - I can recommend.,1,,,,,,,,,,,,,,,,,,,,,,,1,,
350,A very noisy street passes under the window (cars drive all night).,,1,,,,,1,,,,,,,,,,,,1,,,,,,,
351,"A very old building, very poorly maintained with a huge and old door, Inside, a large stone atrium, dark and dirty, from the top some light came in, we could see the walls of the building very poorly maintained, dirty and there were electrical wires susceptible to fire danger, there is also a very old elevator, very unreliable even dangerous, it was scary, we went up several times on foot to avoid walking on it, dark stones and stairs.",,1,,1,,,,,,,,,,,,,,,,,1,,,1,,
352,A very respectable breakfast in Italian terms.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
353,A very rich breakfast.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
354,A very rude member of staff checked us in.,,1,,,,,,,1,,,,,,,,,,,1,,,,,,
355,A very rude person came and opened the door would have gladly given up half an hour on the streets of Salzburg in the middle of the night.,,1,,,,,,,,,,,,,,,,,,,,,,,,
356,A very short walk from the airport bus too.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
357,A very small room where we could barely move around with the sofa bed open.,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,
358,"A very soft and comfortable bed, curtains well block the light from the street, there was hot water and all the necessary hygiene products.",1,,,,1,1,,,,1,,,,,,,1,,,,,,,,,
359,"A very sylicious hotel, everything very clean and practical.",1,,,1,,,,,,,,,,,,,,,,,,,,1,,
360,"A very varied breakfast, above average.",1,,,,,,,,,,1,,,,,,,,,,,,,,,
361,A warm and very professional welcome.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
362,A waterboiler would be nice.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
363,A window to the middle of a mini well with dim daylight.,,,1,,,,,,,1,,1,,,,,,,,,,,,,,
364,A wonderful room.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
365,A young couple checking in just before us was maltreated to the point that the girl had tears in her eyes.,,1,,,,,,,,,,,,,,,,,,1,,,,,,
366,"A young girl, night staff who was ever so helpful and polite.",1,,,,,,,,1,,,,,,,,,,,,,,,,,
367,A/c broke.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
368,A/C couldn?t be set any lower than 19 degrees.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
369,A/C did not work efficiently and was quite hot all the time in the room.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
370,A/c didn?t work very well.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
371,A/c didn?t work.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
372,A/C in our room didn?t work properly and shower was leaking resulting on a big puddle on the floor.,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
373,A/C should be reviewed but the rest of the services are ok.,,,1,,,1,,,,,,,,,,,,,,,,,,,1,
374,A/C unit was a portable one so the window leading to a patio had to remain open.,,,1,,,1,,,,,,,,,,,,,,,,,,,,
375,A/C working and not very noisy!,1,,,,,1,,,,,,,,,,,,,1,,,,,,,
376,"About 7 km from the centre, can be reached with a bicycle (you can rent it at the reception).",1,,,,,,1,,,,,,,,,,,,,,,,,,,
377,About too expensive overall.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
378,Above average friendly staff and very good breakfast.,1,,,,,,,,1,,1,,,,,,,,,,,,,,,
379,"Above the bed there was a small lamp that you could turn, the dust was immediately splashed on the bed.",,1,,1,,,,,,,,,,,,,1,,,,,,,,,
380,Absolute disappointment! The hotel is really not clean from the reception and the entrance of the rooms we can see it.,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,
381,"Absolutely amazing breakfast - very fresh, wide variety.",1,,,,,,,,,,1,,,,,,,,,,,,,,,
382,"Absolutely clean rooms, very Morden furniture, lovely people at reception, hotel is just awesome.",1,,,1,,,,,1,,,1,,,,,,,,,,,,1,,
383,Absolutely fabulous location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
384,Absolutely friendly reception.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
385,Absolutely loved my stay at the mirror hotel so clean and really friendly staff also a very good breakfast.,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,
386,"Absolutely nothing, filthy room with cockroaches, damp on every wall, blackhairs in bed, shower hanging off the wall and blocked drain so bathroom flooded, last two nights no sleep whatsoever as people drinking and arguing all through the night, worst place I've ever stopped in and I have stopped in some dives, avoid , avoid , avoid at all costs.",,1,,1,,,,,,,,1,,,,,1,,,,,,,,,
387,Absolutely soundproofed rooms.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
388,Absolutely unique location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
389,Absolutely wonderful view.,1,,,,,,,,,1,,,,,,,,,,,,,,,,
390,Abundant and good quality breakfast!,1,,,,,,,,,,1,,,,,,,,,,,,,,,
391,Abundant and more than sufficient breakfast.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
392,Abundant and varied breakfast buffet.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
393,Abundant breakfast.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
394,Ac could have been better.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
395,Ac didn't seem to work.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
396,Ac excellent.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
397,"Ac sometimes worked, sometimes didn't.",,,1,,,1,,,,,,,,,,,,,,,,,,,,
398,Ac was also not working properly.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
399,Ac was amazing too.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
400,Ac was brocken.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
401,Ac was leaking.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
402,Ac was limited.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
403,Ac was not working properly in the room.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
404,Ac worked very well.,1,,,,,1,,,,,,1,,,,,,,,,,,,,,
405,"Ac works through central system, first night was cold and they offered me to change the room instead of turning on AC.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
406,Access is secured by 3 codes: no one at the reception in the afternoon.,,1,,,,,,,1,,,,,,,,,,,,,,,,,
407,Access to bars and cafes was excellent.,1,,,,,,,1,,,,,,,,1,,,,,,,,,,
408,Access to bicycles was a wonderful addition.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
409,Access to Copenhagen was just 2 train stops away.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
410,"Access to the elevator and the room only with pin, there is no key or card anymore.",,,1,,,,,,,,,1,,,,,,,,,1,,,,,
411,Access to the house possibly only with key and no reference to reception on the 3rd floor.,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
412,Access to the parking should be included in the price requested.,,1,,,,,,,,,,,,,,,,1,,,,1,,,,
413,Access to the pool and sunbeds had to be booked in advance.,,1,,,,,,,,,,,1,,,,,,,,,,,,,
414,Access to the property via fantastic codes!,1,,,,,,,,,,,,,,,,,,,,,,,,,
415,Access to the second floor with an uncomfortable and paid elevator.,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,
416,Access via a bell button (marked with number).,,,1,,,,,,,,,,,,,,,,,,,,,,,
417,"Accessibility to the hotel, it is difficult to find the hotel.",,1,,,,,1,,,,,,,,,,,,,,,,,,,
418,Accommodation location near the center.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
419,"Accommodation was basic, but clean.",,,1,1,,,,,,,,,,,,,,,,,,,,,1,
420,Accommodation was clean and newly renovated.,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
421,Accommodation was spotlessly clean.,1,,,1,,,,,,,,,,,,,,,,,,,,,,
422,Accommodations in Salzburg in general are quite expensive.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
423,"According the standard of four star hotel it seemed a bit under its stand as the carpet is dirty and old, breakfast also is not good value for money.",,1,,1,,,,,,,1,1,,,,,,,,,,,,,1,
424,Across the street from local train station and walking distance from shops.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
425,"Actually I don't know why they offer them, to me it would be better just to offer a good Italian breakfast instead.",,1,,,,,,,,,1,,,,,,,,,,,,,,,
426,"Actually no breakfast, was deceiving, only coffee and corroisant at another coffee shop.",,1,,,,,,,,,1,,,,,,,,,,,,,,,
427,Additional fees for early (before 15:00) check in.,,1,,,,,,,,,,,,,,,,,,1,,1,,,,
428,Adjacent to the convenient parking.,1,,,,,,,,,,,,,,,,,1,,,,,,,,
429,"Adorable, with all the comforts available, the room was spotless.",1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
430,Advertise as rooms being cleaned every day but in actual fact you have to ask for your room to be cleaned.,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
431,Advertised a balcony but it was 1 1/2 feet wide.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
432,Aesthetically everything was very nice and comfortable.,1,,,,1,,,,,,,,,,,,,,,,,,,1,,
433,"Aesthetically pleasing, unique style and great customer service.",1,,,,,,,,,,,,,,,,,,,,,,,1,,
434,Affiliated bar far from the accommodation.,,1,,,,,,,,,,,,,,1,,,,,,,,,,
435,Affordable and very comfortable beds.,1,,,,1,,,,,,,,,,,,1,,,,,,,,,
436,"Affordable price, super location, comfort and convenience.",1,,,,1,,1,,,,,,,,,,,,,,,1,,,,
437,"After 3 calls to the staff, nobody did anything to make them stop apart from knocking on their door.",,1,,,,,,,1,,,,,,,,,,,,,,,,,
438,"After a full day trip, room was not cleaned in the evening.",,1,,1,,,,,,,,1,,,,,,,,,,,,,,
439,"After an extremely stressful day at the airport, this was quite an unpleasant experience.",,1,,,,,,,,,,,,,,,,,,,,,,,,
440,After being offended that we dared to ask for a refund we were dismissed without getting the money back from the facility.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
441,"After calling the person in charge who confirmed us that we were in the right place, we went up still a little suspicious.",,,1,,,,1,,1,,,,,,,,,,,,,,,,,
442,"After complaining about the room we immediately got another & larger room, so that we at least stayed there one night and did not leave.",1,,,,1,,,,,,,1,,,,,,,,,,,,,,
443,After each shower you need to remove the water with a sqeegee and open the door to remove the damp.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
444,After reading the reviews for the property I was a little worried however I was so pleased with our stay!! From the moment we arrived the staff were so friendly giving us lots of recommendations and advice.,1,,,,,,,,1,,,,,,,,,,,,,,,,,
445,After seeing the room you understand immediately where the hotel's name comes from.,,,1,,,,,,,,,1,,,,,,,,,,,,,,
446,"After several phone calls and dispatches, a neighbor opened my door after an hour of waiting.",,1,,,,,,,,,,,,,,,,,,,,,,,,
447,"After several times at the accommodation, there had always been very comfortable beds, but this time was not the case.",,1,,,1,,,,,,,,,,,,1,,,,,,,,,
448,"After staying in smaller b&bs it was a little sad to be confronted with a mini-bar / snacks that had to be paid for, with a kettle instead of an espresso machine.",,1,,,,1,,,,,,1,,,,1,,,,,,1,,,,
449,After the first night we had to ask for towels because they were missing and one day the cleaning of the room was not impeccable!,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
450,After the room was cleaned the used towels were removed and the clean ones were not left.,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
451,"After the shower you will need to wipe out the water on the floor using a small wiper, that is ridiculous.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
452,After three days they still haven't returned the 200 euro deposit.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
453,"After using, the whole bathroom is flooded.",,1,,,,,,,,,,,,,1,,,,,,,,,,,
454,"After you found out where the hotel is, it seems that it was difficult to pass by.",,1,,,,,1,,,,,,,,,,,,,,,,,,,
455,"Again, good wifi would help a lot!",,1,,,,,,,,,,,,,,,,,,,,,1,,,
456,Aged rooms.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
457,"Aging bathroom, shower head only in height and broken (repaired at our request), persistent bad smell, tiny shower cabin.",,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
458,Agreed breakfast at the side of the building.,1,,,,,,,,,,1,,,,,,,,,,,,,,,
459,Aid 100? as a deposit which is supposed to be returned once checking out.,,1,,,,,,,,,,,,,,,,,,1,,1,,,,
460,Air con really good.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
461,"Air condition can't to control, all night too cooling.",,1,,,,1,,,,,,,,,,,,,,,,,,,,
462,Air condition in room oldschool - no visuals mirror in bathroom broken safe didnt work.,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,
463,Air condition in the room was very good.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
464,Air condition not powerfull enough.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
465,Air condition was excellent and facilities were also great too.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
466,Air condition wasn't great.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
467,Air condition worked well.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
468,Air conditioner broken.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
469,Air conditioner that leaks on the electric panel.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
470,Air conditioner was not working.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
471,"Air conditioner, TV, phone, wifi all included and working.",1,,,,,1,,,,,,,,,,,,,,,,,,,,
472,Air conditioning did not work sometimes ,,1,,,,1,,,,,,,,,,,,,,,,,,,,
473,"Air conditioning didn't work at all which wouldn't be a problem if we could open the window, but that's not possible.",,1,,,,1,,,,1,,,,,,,,,,,,,,,,
474,Air conditioning didn't work when the outside temperature was over 30 degrees.,,1,,,,1,,,,,,,,,,,,,,,,,,,,
